word,score
fiery,0.3025038791242676
fifth,0.1233772186247302
fifty,0.12187781683626271
fight,0.2202704656182547
filer,0.31354079555966696
filet,0.3030352143077397
filly,0.1307349984582177
filmy,0.20660213382670367
filth,0.23233704594511256
final,0.307226123959297
finch,0.2074625963613938
finer,0.3146807277212458
first,0.34169529448041935
fishy,0.263258193031144
fixer,0.2707276472402097
fizzy,0.08281285229725563
fjord,0.21450898550724637
flack,0.23958828245451744
flail,0.1561230958988591
flair,0.3119000185013876
flake,0.3131144742522356
flaky,0.2396575023126735
flame,0.32725626888683323
flank,0.2593543509096516
flare,0.35745795868023433
flash,0.3270122725871107
flask,0.3130807277212458
fleck,0.2469090595127968
fleet,0.19733657724329326
flesh,0.3353730496453901
flick,0.21063111933395004
flier,0.31730079555966695
fling,0.22462026518655565
flint,0.25359509096515576
flirt,0.2701889855072464
float,0.3122631390687635
flock,0.22157982115325317
flood,0.15663643539932162
floor,0.17458012950971324
flora,0.32364872032069075
floss,0.1969941165587419
flour,0.2724101140918902
flout,0.245104532839963
flown,0.22976118408880666
fluff,0.07302008428409909
fluid,0.2374140240518039
fluke,0.2589158680234351
flume,0.2635376626580327
flung,0.20537882207832253
flunk,0.19395574468085108
flush,0.2681736663583102
flute,0.28955377119950665
flyer,0.2966017637989516
foamy,0.25969011409189025
focal,0.29056875732346593
focus,0.2983564600678384
foggy,0.10966276904101142
foist,0.31425228492136914
folio,0.15686427382053653
folly,0.13748934936786925
foray,0.2983718038852914
force,0.3255433610854147
forge,0.3080229170521122
forgo,0.1456668393462843
forte,0.3291577428307123
forth,0.2628595744680851
forty,0.2661007708911502
forum,0.2539422510021585
found,0.2531026580326858
foyer,0.3091325809435708
frail,0.3098200185013876
frame,0.3434700955905026
frank,0.280368177613321
fraud,0.2851450138760407
freak,0.33220830095590503
freed,0.19307258711069994
freer,0.1408641874807277
fresh,0.35254687634905946
friar,0.17217692260252854
fried,0.3122672340425532
frill,0.1400803700277521
frisk,0.28857739130434784
fritz,0.22410683934628428
frock,0.2272336478569226
frond,0.2508958125192723
front,0.2882776194881283
frost,0.33488399629972254
froth,0.24965957446808512
frown,0.2373350107924761
froze,0.286487351218008
fruit,0.2653296577243293
fudge,0.2484253839037928
fugue,0.13317980881899477
fully,0.13503427690410114
fungi,0.2125609374036386
funky,0.18563882824545175
funny,0.12961420906567994
furor,0.14643197039777983
furry,0.1365281036077706
fussy,0.17102058587727412
fuzzy,0.07983213074313907
gaffe,0.14867747147702745
gaily,0.2772053037311132
gamer,0.3439461239592969
gamma,0.1199278857025388
gamut,0.2606411594202898
gassy,0.19663790317607152
gaudy,0.24885029910576628
gauge,0.17439712611779215
gaunt,0.2759289546716004
gauze,0.2889386864014801
gavel,0.3043666481652791
gawky,0.2041791674375578
gayer,0.33545707061362934
gayly,0.12617313598519891
gazer,0.30689184088806665
gecko,0.27423590502621037
geeky,0.16649718162195498
geese,0.17221576729365812
genie,0.19440149244526672
genre,0.20355734813444343
ghost,0.309828085106383
ghoul,0.23471420289855072
giant,0.3089303977798335
giddy,0.12121945112550109
gipsy,0.27036743755781684
girly,0.25719985198889916
girth,0.24870690101757634
given,0.2855094172062905
giver,0.28642331174838115
glade,0.33244659882824545
gland,0.2800464754856614
glare,0.3633739870490287
glass,0.22639636139377123
glaze,0.30531801418439714
gleam,0.3266122972556275
glean,0.33974009250693804
glide,0.30244943570767807
glint,0.25279111933395004
gloat,0.3098591674375578
globe,0.3077830157261795
gloom,0.1487972987974098
glory,0.2767085538082023
gloss,0.20339213074313908
glove,0.2889981868640148
glyph,0.18916090040086342
gnash,0.3093482331174838
gnome,0.29806376811594204
godly,0.24162116558741903
going,0.1588135553499846
golem,0.30124383595436327
golly,0.13652736355226644
gonad,0.28449729263028056
goner,0.3257054579093432
goody,0.14031599136601913
gooey,0.17132279987665738
goofy,0.13424146777674992
goose,0.21455441258094357
gorge,0.17016947271045327
gouge,0.15195289546716004
gourd,0.2569725809435708
grace,0.35226785075547334
grade,0.3607404255319149
graft,0.2775595683009559
grail,0.31941604687018194
grain,0.31871597903176074
grand,0.30442030218933086
grant,0.31548210915818686
grape,0.3452490903484428
graph,0.27247092198581563
grasp,0.34745534381745297
grass,0.22870327474560592
grate,0.36068223250077086
grave,0.3297004748689485
gravy,0.2523235029293863
graze,0.31537184088806663
great,0.38236223250077095
greed,0.19619060129509713
green,0.21123734813444342
greet,0.20268150477952515
grief,0.29995421523280913
grill,0.15639838421214924
grime,0.3053089608387296
grimy,0.23193198889916744
grind,0.26226313906876353
gripe,0.30373192722787545
groan,0.3207046808510638
groin,0.2874275177304964
groom,0.15742421214924454
grope,0.31316062904717856
gross,0.21729904409497378
group,0.27228124576009866
grout,0.27003438791242673
grove,0.3028120135676842
growl,0.2509911069996916
grown,0.2567710391612704
gruel,0.3023753808202282
gruff,0.10375505396238052
grunt,0.2496835029293864
guard,0.296181042244835
guava,0.15061327166204133
guess,0.22750708603145237
guest,0.35697610854147394
guide,0.300550107924761
guild,0.24325005242059822
guile,0.2987036694418748
guilt,0.25783185938945424
guise,0.3552499784150478
gulch,0.1966772494603762
gully,0.1248722910884983
gumbo,0.2096357693493679
gummy,0.10224442799876658
guppy,0.09906739438791243
gusto,0.31004687018193033
gusty,0.2703191366019118
gypsy,0.13999420289855075
habit,0.28725024976873265
hairy,0.3039275979031761
halve,0.3056751156336725
handy,0.26655802651865557
happy,0.14966093123650942
hardy,0.2842719210607463
harem,0.34181459142769044
harpy,0.2667005858772742
harry,0.17759965464076471
harsh,0.18986529756398396
haste,0.4027231822386679
hasty,0.33134621029910577
hatch,0.14490628430465619
hater,0.36223069996916435
haunt,0.28283742213999385
haute,0.33731754548257786
haven,0.31145504779525135
havoc,0.2578797409805736
hazel,0.3091864816527906
heady,0.3154381498612396
heard,0.3662888930003083
heart,0.3795906999691644
heath,0.18014938020351526
heave,0.19100758556891767
heavy,0.3045581991982732
hedge,0.1777846315140302
hefty,0.25669806968855996
heist,0.3684860191181005
helix,0.27029831637372803
hello,0.1888700832562442
hence,0.18971160037002777
heron,0.3326139253777367
hilly,0.13586724637681158
hinge,0.2852248165279062
hippo,0.13292621646623498
hippy,0.11366234967622571
hitch,0.12450770274437249
hoard,0.3156796546407647
hobby,0.12037291396854763
hoist,0.33203678075855686
holly,0.14678159728646317
homer,0.3239661301264261
honey,0.3107231822386679
honor,0.17432234350909653
horde,0.32604043169904406
horny,0.26747695343817457
horse,0.40322030218933086
hotel,0.3406484119642306
hotly,0.25375144002466854
hound,0.24504715386987358
house,0.3854271477027444
hovel,0.27942665433240826
hover,0.29916048103607773
howdy,0.20601526981190255
human,0.2769813135985199
humid,0.22009065679925996
humor,0.2623667468393463
humph,0.0947295467160037
humus,0.13793454209065678
hunch,0.10944282454517422
hunky,0.18830332408263956
hurry,0.14614035152636445
husky,0.25010970089423373
hussy,0.16903283379586803
hutch,0.11184698119025593
hydro,0.25850345975948197
hyena,0.32209164353993214
hymen,0.25836450200431704
hyper,0.2865813629355535
icily,0.12868429232192413
icing,0.13693942645698426
ideal,0.37833529448041936
idiom,0.1500705149552883
idiot,0.1715985692260253
idler,0.3329698427382054
idyll,0.1353695220474869
igloo,0.1571822880049337
iliac,0.16463238976256553
image,0.3483544125809436
imbue,0.2742937033610854
impel,0.29311681776133214
imply,0.23413984582176994
inane,0.19362436016034537
inbox,0.22949843971631206
incur,0.26395781683626274
index,0.2850027998766574
inept,0.31315285846438484
inert,0.3458115818686402
infer,0.3127607277212458
ingot,0.2670819364785692
inlay,0.3012118162195498
inlet,0.3365577551649707
inner,0.19390163428923837
input,0.25891347517730495
inter,0.35437158186864015
intro,0.3172823435090965
ionic,0.1562381251927228
irate,0.3901709281529448
irony,0.298857181621955
islet,0.3882841319765649
issue,0.24429143385753926
itchy,0.2258566019118101
ivory,0.26396373728029604
jaunt,0.2526686401480111
jazzy,0.09509929078014184
jelly,0.1517218254702436
jerky,0.2512878199198273
jetty,0.14471007092198582
jewel,0.16839312981806967
jiffy,0.08552024668516806
joint,0.26486162195498
joist,0.30242799876657417
joker,0.2928555534998458
jolly,0.13297720629047177
joust,0.28494655565834104
judge,0.24868109774899783
juice,0.2700172186247302
juicy,0.19400024668516808
jumbo,0.19421545482577862
jumpy,0.15813150786308972
junta,0.2585886401480111
junto,0.2229801788467468
juror,0.14495982732038237
kappa,0.11773550416281221
karma,0.18228113475177304
kayak,0.11361657724329323
kebab,0.15845985815602837
khaki,0.13624568609312365
kinky,0.11788661116250386
kiosk,0.16177366635831023
kitty,0.13920971939562135
knack,0.13385058279370954
knave,0.2944835029293864
knead,0.32216345359235277
kneed,0.17550211532531607
kneel,0.18897889608387297
knelt,0.2966059821153253
knife,0.28185724329324696
knock,0.13060635214307742
knoll,0.14374424915201972
known,0.14245703361085416
koala,0.1884735615171138
krill,0.1456468455134135
label,0.19748902867715082
labor,0.3401026456984274
laden,0.3602931113166821
ladle,0.18969658957755164
lager,0.3617739870490287
lance,0.3553405365402405
lanky,0.2668600431699044
lapel,0.18723092198581565
lapse,0.4088481529448042
large,0.37961398704902866
larva,0.1796631390687635
lasso,0.23105506012950972
latch,0.28025068146777676
later,0.40586881282762877
lathe,0.348256873265495
latte,0.20072161578785078
laugh,0.27280266419981497
layer,0.3783236509404872
leach,0.33144249152019734
leafy,0.32260721554116556
leaky,0.32670016651248845
leant,0.3627949182855381
leapt,0.3533700894233734
learn,0.3980204995374653
lease,0.25961655257477645
leash,0.4046949367869257
least,0.44412129509713233
leave,0.22294664199814987
ledge,0.18756368794326242
leech,0.18326163428923833
leery,0.19738221399938327
lefty,0.2806561825470244
legal,0.2028200801726796
leggy,0.1385186925686093
lemon,0.33189034844279985
lemur,0.3085340980573543
leper,0.19863822386679003
level,0.1499713351834721
lever,0.19522391612704287
libel,0.17157044711686711
liege,0.19395152636447732
light,0.25585307431390686
liken,0.3019198519888992
lilac,0.1676413320999075
limbo,0.26038379278445883
limit,0.1621760098674067
linen,0.18071472093740362
liner,0.3522633364168979
